"Komisi","SKPD","Kegiatan","Perubahan.Baru","PembahasanDPRD.Tambah.P","PembahasanDPRD.Kurang.P","PembahasanDPRD.Baru.P"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 03 Kel Manggarai Selatan Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 04 Kel Lenteng Agung Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 05 Kel Jagakarsa Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 05 Kel Kebon Baru Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 05 Kel Manggarai Selatan Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 06 Kel Jagakarsa Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 06 Kel Manggarai Selatan Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 07 Kel Jagakarsa Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 07 Kel Kebon Baru Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 08 Kel Bukit Duri Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 08 Kel Kebon Baru Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 09 Kel Bukit Duri Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 09 Kel Kebon Baru Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 09 Kel Lenteng Agung Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 10 Kel Bukit Duri Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 10 Kel Lenteng Agung Kec. Jagakarsa","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Lingkungan MHT RW 11 Kel Bukit Duri Kec Tebet","NA","200000000","NA","200000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Karet Kuningan Kec Setia Budi","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Kuningan Barat Kec Mampang","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Lenteng Agung Kec. Jagakarsa","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Menteng Atas Kec Setia Budi","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Pasar Minggu Kec Pasar Minggu","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perbaikan Jalan Orang MHT Kel Tanjung Barat Kec. Jagakarsa","200000000","NA","200000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Cilandak ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Jagakarsa","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Kebayoran Baru ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Kebayoran Lama ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Mampang Prapatan ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Pancoran ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Pasar Minggu ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Pesanggrahan ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Setiabudi ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan (X-1) Kegiatan Perbaikan Jalan dan Saluran Kecamatan Tebet ","50000000","NA","50000000","0"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Cilandak Tahun 2015","85000000","NA","NA","85000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Jagakarsa Tahun 2015","150000000","NA","NA","150000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Baru Tahun 2015","95000000","NA","NA","95000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Kebayoran Lama Tahun 2015","284000000","NA","NA","284000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Mampang Prapatan Tahun 2015","80000000","NA","NA","80000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pancoran Tahun 2015","115000000","NA","NA","115000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pasar Minggu Tahun 2015","235000000","NA","NA","235000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Pesanggrahan Tahun 2015","133000000","NA","NA","133000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Setiabudi Tahun 2015","85000000","NA","NA","85000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKSEL","Perencanaan X-1 Kegiatan Perbaikan Jalan Lingkungan/Orang/Saluran Kecamatan Tebet Tahun 2015","150000000","NA","NA","150000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Cipinang Melayu dan Halim Perdanakusuma TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Duren Sawit dan Klender TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kalisari dan Cijantung TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kayu Manis dan Utan Kayu Selatan TA 2015","NA","48000000","NA","48000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kebon Manggis dan Utan Kayu Utara TA 2015","NA","32000000","NA","32000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kebon Pala dan Pinang Ranti TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Cakung TA 2015","168000000","NA","NA","168000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Cipayung TA 2015","146000000","NA","NA","146000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Ciracas TA 2015","100000000","NA","NA","100000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Duren Sawit TA 2015","150000000","NA","NA","150000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Jatinegara TA 2015","140000000","NA","NA","140000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Kramat Jati TA 2015","190000000","NA","NA","190000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Makasar TA 2015","150000000","NA","NA","150000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Matraman TA 2015","130000000","NA","NA","130000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Pasar Rebo TA 2015","150000000","NA","NA","150000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kecamatan Pulogadung TA 2015","198000000","NA","NA","198000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelapa Dua Wetan dan Cibubur TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Balekambang dan Batu Ampar TA 2015","NA","46000000","NA","46000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Bali Mester, Bidara Cina, Rawa Bunga TA 2015","NA","40000000","NA","40000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Baru dan Pekayon TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cakung Barat dan Ujung Menteng TA 2015","NA","18000000","NA","18000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cakung Timur dan Rawa Terate TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cawang dan Cililitan TA 2015","NA","46000000","NA","46000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Ceger dan Munjul TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cipayung, Pondok Ranggon, Bambu Apus TA 2015","NA","46000000","NA","46000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cipinang Besar Selatan dan Cipinang Cempedak TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Cipinang TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Gedong TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Jatinegara Kaum dan Pisangan Timur TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Jatinegara dan Penggilingan TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Kampung Melayu, Cipinang Muara, Cipinang Besar Utara TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Kayu Putih, Jati dan Pulogadung TA 2015","NA","48000000","NA","48000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Kramat Jati dan Dukuh TA 2015","NA","48000000","NA","48000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Pondok Kopi dan Pondok Bambu TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Pulogebang TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Rawamangun TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Setu, Lubang Buaya, Cilangkap TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Kelurahan Tengah TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Makasar TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Malaka Jaya, Malaka Sari, Pondok Kelapa TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Palmeriam dan Pisangan baru TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Jasa Konsultansi Perencanaan Perbaikan Sarana dan Prasarana Lingkungan Permukiman Susukan, Rambutan, Ciracas TA 2015","NA","50000000","NA","50000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pekerjaan Prasarana, Sarana dan Utilitas Penataan Kampung RW 04 Kel. Pulogadung Kota Administrasi Jakarta Timur ","NA","2592000000","NA","2592000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan  Perbaikan Jalan Orang di Gg. Remaja RT 006/01 Kel. Cibubur Kec. Ciracas","32589954","NA","NA","32589954"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan  Perbaikan Jalan di Jln Wira Kencana IV RT 01 RW 02,Kel. Cilangkap,Kec.Cipayung","73332285","NA","NA","73332285"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Gang H.Armin  Rt 011/06 Kelurahan Cakung timur Kecamatan Cakung Jakarta-timur","50014785","NA","NA","50014785"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Gang H.Muyih Rt 01/011 Kelurahan Cakung timur Kecamatan Cakung Jakarta-timur","40006569","NA","NA","40006569"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Gang Langgar  Rt 007/011  Kelurahan Kebon pala Kecamatan Makasar Jakarta timur","48725522","NA","NA","48725522"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan JI. KRT Radjiman Gg. H. Rahmat, Rt. 08 RW. 05 Kel. Jatinegara","55228375","NA","NA","55228375"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan JI. PAM Rawa Badung Rt. 06 RW. 07 Kel. Jatinegara","92737816","NA","NA","92737816"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan JI. PAM Rawa Badung Rt. 07 RW. 07 Kel. Jatinegara","48204424","NA","NA","48204424"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan H.Muhiyin RW 04 Kelurahan Cakung timur,Kecamatan Cakung Jakarta-timur","75305849","NA","NA","75305849"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan Kayu tinggi Gang Manggis  RW 03 Kelurahan Cakung Timur Kecamatan Cakung Jakarta-timur","12446892","NA","NA","12446892"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan Muh Nur Gang Mahdi Am Rt 002/04 Kelurahan Cakung timur Kecamatan Cakung Jakarta-timur","12387667","NA","NA","12387667"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan kayu tinggi Gang H.Naman RW 003 Kelurahan Cakung timur Kecamatan cakung jaktim","5314499","NA","NA","5314499"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan kayu tinggi Gang H.Sikun 3  Rt 009/03 Kelurahan Cakung timur kecamatan Cakung Jakarta timur ","12298115","NA","NA","12298115"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan kayu tinggi Gang Klengkeng Rt 008/03 Kelurahan Cakung timur kecamatan Cakung Jakarta timur ","8026510","NA","NA","8026510"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jalan kayu tinggi Gang Pinang  Rt 007/03 Kelurahan Cakung timur kecamatan Cakung Jakarta timur ","31734270","NA","NA","31734270"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Jl. KRT Radjiman Gg. H. Amran, Rt 02 RW. 05 Kel. Jatinegara","89195444","NA","NA","89195444"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Pembuatan Lemari Arsip Built In","115000000","NA","NA","115000000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Pengadaan Mobil Dinas","559020000","NA","NA","559020000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Gg. Porwakrida Rw 09 Kel.Kelapa Dua Wetan Kec.Ciracas ","48405241","NA","NA","48405241"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Gg. Swadaya Rw 01 Kel.Kelapa Dua Wetan Kec.Ciracas","41248168","NA","NA","41248168"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl.Setapak Rt 02, 04 Rw 01 Kel. Ceger Kec. Cipayung","92743070","NA","NA","92743070"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Tanah Merdeka Gg. Gebras Rw 05 Kel.Susukan Kec.Ciracas","161950470","NA","NA","161950470"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan dan Saluran Air di Jl. H.M. Sabar Rt 05 Rw 01 Kel. Rambutan Kec. Ciracas","91865508","NA","NA","91865508"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan dan Saluran air di jalan setapak lingkungan RT.08 RW.03 Kel. Lubang Buaya Kec. Cipayung","37096772","NA","NA","37096772"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Sarana, Prasarana dan Utilitas di Kel. Cipinang Besar Selatan Kec. Jatinegara (penataan kampung deret)/Belanja Modal Pengadaan Instalasi Jaringan Utilitas PJU","306862600","NA","NA","306862600"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Sarana, Prasarana dan Utilitas di Kel. Jatinegara Kec. Cakung (penataan kampung deret)/Belanja Modal Pengadaan Instalasi Jaringan Utilitas PJU","215304540","NA","NA","215304540"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Sarana, Prasarana dan Utilitas di Kel. Klender Kec. Duren Sawit (penataan kampung deret)/Belanja Modal Pengadaan Konstruksi Instalasi Pengolahan Air Kotor / Limbah (IPAK / IPAL)","598898000","NA","NA","598898000"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Sarana, Prasarana dan Utilitas di Kel. Pisangan Timur Kec. Pulogadung (penataan kampung deret)/Belanja Modal Pengadaan Instalasi Jaringan Utilitas PJU","459069776","NA","NA","459069776"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Sarana, Prasarana dan Utilitas di Kel. Pisangan Timur Kec. Pulogadung (penataan kampung deret)/Belanja Modal Pengadaan Konstruksi Jalan Lingkungan","112112545","NA","NA","112112545"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di JL.Cawang baru,Gg.Kesejahteraan Rw.012 Kel.Bidara cina Jati Negara,Jak- Tim","60781816","NA","NA","60781816"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl.Al Umar  Rw.12 Kel. Lubang buaya","92772505","NA","NA","92772505"
"D","Sudin Perumahan, Permukiman dan Gedung Pemda - JAKTIM","Pembayaran Utang Pada Pihak Ketiga Untuk Kegiatan Peningkatan Jalan Dan Saluran Air di Jl.Cawang baru Rw.012.Kel.Bidara Cina,jatinegara,Jakarta Timur","61061052","NA","NA","61061052"
